customer_id,gender,age_group,membership_type,preferred_sport,city
11345,Male,36-45,Elite,Badminton,Mumbai
11346,Female,36-45,Basic,Table Tennis,Mumbai
11347,Male,26-35,Basic,Padel,Navi Mumbai
11348,Male,18-25,Basic,Pickleball,Kalyan
11349,Female,26-35,Premium,Tennis,Thane
11350,Female,36-45,Premium,Tennis,Kalyan
11351,Female,46+,Basic,Padel,Dombivli
11352,Male,46+,Basic,Padel,Dombivli
11353,Male,18-25,Basic,Table Tennis,Dombivli
11354,Female,46+,Basic,Badminton,Mumbai
11355,Male,26-35,Basic,Squash,Dombivli
11356,Male,18-25,Premium,Badminton,Mulund
11357,Male,18-25,Premium,Squash,Kalyan
11358,Female,46+,Basic,Table Tennis,Mulund
11359,Male,18-25,Elite,Pickleball,Navi Mumbai
11360,Female,18-25,Basic,Badminton,Mumbai
11361,Male,46+,Premium,Squash,Mumbai
11362,Female,18-25,Premium,Badminton,Navi Mumbai
11363,Female,36-45,Elite,Padel,Navi Mumbai
11364,Female,36-45,Basic,Badminton,Powai
11365,Female,36-45,Basic,Table Tennis,Mumbai
11366,Female,46+,Basic,Padel,Kalyan
11367,Male,46+,Basic,Padel,Thane
11368,Male,18-25,Basic,Padel,Mulund
11369,Male,18-25,Basic,Pickleball,Mumbai
11370,Female,18-25,Elite,Pickleball,Navi Mumbai
11371,Male,26-35,Basic,Pickleball,Powai
11372,Female,36-45,Premium,Squash,Dombivli
11373,Male,36-45,Basic,Badminton,Kalyan
11374,Male,46+,Basic,Tennis,Thane
11375,Male,36-45,Basic,Pickleball,Mulund
11376,Male,46+,Basic,Padel,Mulund
11377,Male,18-25,Basic,Pickleball,Navi Mumbai
11378,Female,18-25,Basic,Table Tennis,Mumbai
11379,Female,18-25,Basic,Pickleball,Kalyan
11380,Female,46+,Basic,Badminton,Mulund
11381,Female,46+,Basic,Tennis,Thane
11382,Male,26-35,Basic,Tennis,Thane
11383,Female,26-35,Basic,Table Tennis,Dombivli
11384,Male,26-35,Basic,Table Tennis,Powai
11385,Female,18-25,Basic,Badminton,Kalyan
11386,Male,36-45,Basic,Badminton,Powai
11387,Male,36-45,Premium,Pickleball,Kalyan
11388,Male,46+,Basic,Padel,Mumbai
11389,Male,46+,Premium,Table Tennis,Powai
11390,Female,18-25,Premium,Squash,Thane
11391,Male,26-35,Basic,Pickleball,Navi Mumbai
11392,Male,36-45,Basic,Tennis,Navi Mumbai
11393,Female,36-45,Basic,Padel,Navi Mumbai
11394,Male,36-45,Basic,Table Tennis,Powai
11395,Male,36-45,Premium,Padel,Thane
11396,Male,18-25,Basic,Padel,Navi Mumbai
11397,Female,18-25,Basic,Tennis,Powai
11398,Male,36-45,Basic,Squash,Powai
11399,Male,26-35,Basic,Tennis,Thane
11400,Female,36-45,Basic,Padel,Powai
11401,Male,46+,Basic,Badminton,Powai
11402,Female,46+,Premium,Padel,Dombivli
11403,Male,46+,Premium,Table Tennis,Mulund
11404,Female,26-35,Premium,Tennis,Navi Mumbai
11405,Male,36-45,Premium,Table Tennis,Mulund
11406,Male,26-35,Basic,Table Tennis,Mumbai
11407,Female,36-45,Basic,Badminton,Mumbai
11408,Female,46+,Premium,Pickleball,Kalyan
11409,Female,36-45,Basic,Table Tennis,Navi Mumbai
11410,Female,26-35,Elite,Squash,Navi Mumbai
11411,Male,46+,Basic,Squash,Navi Mumbai
11412,Male,18-25,Basic,Squash,Mumbai
11413,Female,46+,Basic,Table Tennis,Dombivli
11414,Male,26-35,Basic,Squash,Mulund
11415,Female,46+,Basic,Badminton,Mumbai
11416,Male,18-25,Premium,Badminton,Kalyan
11417,Female,26-35,Basic,Squash,Mulund
11418,Male,46+,Basic,Padel,Mumbai
11419,Male,46+,Basic,Pickleball,Navi Mumbai
11420,Female,26-35,Basic,Pickleball,Navi Mumbai
11421,Male,26-35,Premium,Table Tennis,Powai
11422,Male,26-35,Basic,Padel,Powai
11423,Male,18-25,Premium,Pickleball,Thane
11424,Female,26-35,Basic,Tennis,Thane
11425,Male,26-35,Basic,Tennis,Dombivli
11426,Male,36-45,Basic,Padel,Powai
11427,Female,18-25,Basic,Squash,Mulund
11428,Male,46+,Basic,Padel,Dombivli
11429,Male,36-45,Basic,Table Tennis,Powai
11430,Male,46+,Premium,Pickleball,Thane
11431,Male,26-35,Premium,Squash,Mumbai
11432,Male,46+,Basic,Badminton,Thane
11433,Male,18-25,Basic,Pickleball,Navi Mumbai
11434,Female,26-35,Basic,Squash,Thane
11435,Female,18-25,Basic,Table Tennis,Mumbai
11436,Male,36-45,Basic,Badminton,Navi Mumbai
11437,Male,46+,Basic,Pickleball,Dombivli
11438,Male,46+,Premium,Squash,Mulund
11439,Female,46+,Basic,Squash,Kalyan
11440,Male,46+,Premium,Squash,Navi Mumbai
11441,Male,36-45,Basic,Pickleball,Kalyan
11442,Male,36-45,Basic,Padel,Dombivli
11443,Male,18-25,Basic,Tennis,Kalyan
11444,Male,26-35,Basic,Tennis,Kalyan
11445,Female,46+,Basic,Tennis,Mumbai
11446,Female,46+,Basic,Squash,Thane
11447,Male,46+,Premium,Tennis,Mumbai
11448,Female,26-35,Basic,Padel,Kalyan
11449,Female,26-35,Basic,Tennis,Mumbai
11450,Female,36-45,Basic,Tennis,Mulund
11451,Male,46+,Basic,Squash,Thane
11452,Male,46+,Basic,Padel,Kalyan
11453,Female,46+,Basic,Padel,Kalyan
11454,Male,46+,Premium,Padel,Thane
11455,Male,36-45,Basic,Pickleball,Thane
11456,Female,36-45,Basic,Table Tennis,Thane
11457,Female,18-25,Basic,Pickleball,Mumbai
11458,Female,26-35,Basic,Badminton,Mumbai
11459,Female,36-45,Basic,Table Tennis,Navi Mumbai
11460,Male,46+,Basic,Padel,Dombivli
11461,Male,18-25,Basic,Padel,Dombivli
11462,Male,36-45,Premium,Padel,Dombivli
11463,Female,26-35,Basic,Table Tennis,Mumbai
11464,Female,46+,Basic,Pickleball,Dombivli
11465,Female,18-25,Basic,Table Tennis,Mulund
11466,Female,36-45,Basic,Padel,Navi Mumbai
11467,Female,18-25,Basic,Pickleball,Mumbai
11468,Male,46+,Premium,Badminton,Dombivli
11469,Male,46+,Elite,Tennis,Dombivli
11470,Male,26-35,Premium,Table Tennis,Mulund
11471,Male,26-35,Basic,Padel,Dombivli
11472,Female,26-35,Basic,Table Tennis,Dombivli
11473,Female,26-35,Premium,Pickleball,Mulund
11474,Male,26-35,Basic,Tennis,Mumbai
11475,Male,26-35,Basic,Tennis,Dombivli
11476,Male,36-45,Premium,Squash,Kalyan
11477,Male,18-25,Basic,Pickleball,Mumbai
11478,Female,36-45,Premium,Squash,Kalyan
11479,Female,46+,Basic,Pickleball,Mumbai
11480,Female,36-45,Basic,Table Tennis,Navi Mumbai
11481,Female,46+,Basic,Badminton,Kalyan
11482,Female,36-45,Basic,Pickleball,Kalyan
11483,Female,46+,Basic,Squash,Navi Mumbai
11484,Male,18-25,Basic,Tennis,Powai
11485,Female,36-45,Basic,Padel,Dombivli
11486,Male,18-25,Basic,Squash,Dombivli
11487,Male,18-25,Basic,Squash,Kalyan
11488,Male,26-35,Basic,Pickleball,Mumbai
11489,Male,26-35,Basic,Badminton,Mulund
11490,Female,26-35,Basic,Table Tennis,Mulund
11491,Female,46+,Basic,Table Tennis,Thane
11492,Female,18-25,Premium,Pickleball,Thane
11493,Female,46+,Basic,Pickleball,Thane
11494,Female,18-25,Basic,Tennis,Powai
11495,Female,26-35,Basic,Table Tennis,Navi Mumbai
11496,Male,26-35,Premium,Table Tennis,Mulund
11497,Male,18-25,Premium,Pickleball,Powai
11498,Male,46+,Elite,Pickleball,Kalyan
11499,Female,26-35,Basic,Tennis,Mumbai
11500,Male,18-25,Basic,Table Tennis,Mumbai
11501,Male,26-35,Basic,Squash,Mumbai
11502,Female,18-25,Premium,Pickleball,Dombivli
11503,Male,18-25,Basic,Squash,Dombivli
11504,Female,46+,Basic,Pickleball,Dombivli
11505,Male,26-35,Basic,Badminton,Navi Mumbai
11506,Female,46+,Basic,Padel,Dombivli
11507,Female,26-35,Basic,Squash,Dombivli
11508,Female,18-25,Premium,Badminton,Navi Mumbai
11509,Female,36-45,Basic,Table Tennis,Thane
11510,Male,36-45,Premium,Squash,Navi Mumbai
11511,Female,46+,Basic,Tennis,Powai
11512,Male,46+,Basic,Squash,Mulund
11513,Male,26-35,Basic,Tennis,Mulund
11514,Male,18-25,Basic,Badminton,Mumbai
11515,Female,18-25,Basic,Badminton,Mulund
11516,Male,26-35,Elite,Table Tennis,Mumbai
11517,Male,36-45,Basic,Tennis,Kalyan
11518,Male,36-45,Premium,Squash,Thane
11519,Male,18-25,Basic,Badminton,Mumbai
11520,Male,46+,Basic,Squash,Navi Mumbai
11521,Female,46+,Basic,Badminton,Dombivli
11522,Male,26-35,Premium,Padel,Dombivli
11523,Male,46+,Basic,Tennis,Powai
11524,Male,18-25,Basic,Pickleball,Powai
11525,Male,36-45,Premium,Table Tennis,Thane
11526,Male,26-35,Premium,Tennis,Dombivli
11527,Male,18-25,Basic,Padel,Dombivli
11528,Female,46+,Premium,Squash,Thane
11529,Female,26-35,Basic,Tennis,Thane
11530,Male,36-45,Premium,Squash,Dombivli
11531,Male,46+,Basic,Badminton,Navi Mumbai
11532,Female,36-45,Premium,Badminton,Thane
11533,Female,46+,Basic,Padel,Mulund
11534,Female,18-25,Basic,Padel,Dombivli
11535,Male,36-45,Basic,Tennis,Dombivli
11536,Male,18-25,Basic,Table Tennis,Thane
11537,Male,46+,Basic,Padel,Mulund
11538,Female,18-25,Basic,Pickleball,Kalyan
11539,Male,36-45,Premium,Squash,Mumbai
11540,Female,46+,Basic,Squash,Mulund
11541,Male,46+,Basic,Tennis,Navi Mumbai
11542,Male,46+,Basic,Tennis,Powai
11543,Female,46+,Basic,Pickleball,Thane
11544,Female,18-25,Basic,Pickleball,Dombivli
11545,Male,36-45,Basic,Pickleball,Navi Mumbai
11546,Male,26-35,Basic,Tennis,Kalyan
11547,Male,26-35,Basic,Table Tennis,Powai
11548,Female,18-25,Basic,Padel,Kalyan
11549,Male,18-25,Premium,Padel,Powai
11550,Male,18-25,Elite,Squash,Thane
11551,Female,36-45,Basic,Pickleball,Navi Mumbai
11552,Male,18-25,Premium,Pickleball,Navi Mumbai
11553,Female,26-35,Basic,Squash,Dombivli
11554,Female,18-25,Premium,Padel,Powai
11555,Female,36-45,Basic,Tennis,Powai
11556,Male,26-35,Basic,Pickleball,Kalyan
11557,Male,26-35,Basic,Badminton,Navi Mumbai
11558,Male,46+,Basic,Tennis,Mumbai
11559,Male,46+,Basic,Table Tennis,Mumbai
11560,Male,46+,Basic,Badminton,Powai
11561,Female,26-35,Elite,Tennis,Thane
11562,Female,18-25,Basic,Squash,Mumbai
11563,Male,18-25,Basic,Padel,Mulund
11564,Male,46+,Premium,Squash,Powai
11565,Female,46+,Basic,Squash,Powai
11566,Male,46+,Premium,Tennis,Thane
11567,Male,26-35,Basic,Squash,Powai
11568,Male,46+,Basic,Squash,Dombivli
11569,Female,26-35,Basic,Padel,Navi Mumbai
11570,Female,26-35,Premium,Padel,Kalyan
11571,Male,26-35,Basic,Padel,Mumbai
11572,Male,18-25,Basic,Tennis,Mumbai
11573,Female,46+,Basic,Padel,Navi Mumbai
11574,Female,26-35,Basic,Badminton,Navi Mumbai
11575,Female,26-35,Premium,Squash,Thane
11576,Female,18-25,Basic,Badminton,Navi Mumbai
11577,Male,36-45,Basic,Tennis,Mulund
11578,Male,18-25,Basic,Badminton,Mulund
11579,Male,36-45,Basic,Squash,Dombivli
11580,Male,18-25,Basic,Tennis,Mulund
11581,Male,18-25,Basic,Table Tennis,Powai
11582,Male,26-35,Basic,Squash,Mumbai
11583,Male,46+,Basic,Padel,Kalyan
11584,Male,36-45,Basic,Padel,Dombivli
11585,Female,46+,Basic,Padel,Navi Mumbai
11586,Male,46+,Basic,Badminton,Thane
11587,Male,26-35,Basic,Squash,Kalyan
11588,Male,36-45,Basic,Badminton,Thane
11589,Female,36-45,Basic,Padel,Thane
11590,Male,36-45,Premium,Tennis,Mumbai
11591,Male,36-45,Premium,Badminton,Thane
11592,Female,18-25,Premium,Badminton,Kalyan
11593,Male,36-45,Basic,Tennis,Thane
11594,Female,18-25,Premium,Pickleball,Kalyan
11595,Female,46+,Premium,Table Tennis,Kalyan
11596,Male,36-45,Basic,Table Tennis,Mumbai
11597,Male,26-35,Basic,Squash,Mulund
11598,Male,36-45,Basic,Padel,Kalyan
11599,Male,46+,Premium,Badminton,Powai
11600,Female,46+,Basic,Padel,Kalyan
11601,Male,26-35,Basic,Tennis,Thane
11602,Female,26-35,Basic,Padel,Thane
11603,Female,26-35,Basic,Pickleball,Powai
11604,Female,46+,Elite,Tennis,Mulund
11605,Male,46+,Premium,Squash,Thane
11606,Male,26-35,Premium,Pickleball,Thane
11607,Female,46+,Basic,Padel,Dombivli
11608,Female,18-25,Premium,Table Tennis,Mumbai
11609,Male,46+,Basic,Table Tennis,Kalyan
11610,Female,36-45,Elite,Table Tennis,Powai
11611,Male,26-35,Basic,Pickleball,Powai
11612,Male,26-35,Premium,Tennis,Mumbai
11613,Female,36-45,Basic,Badminton,Mumbai
11614,Male,46+,Premium,Padel,Kalyan
11615,Male,18-25,Basic,Pickleball,Navi Mumbai
11616,Female,18-25,Elite,Tennis,Mulund
11617,Female,36-45,Premium,Padel,Mumbai
11618,Male,36-45,Basic,Padel,Thane
11619,Male,26-35,Basic,Pickleball,Thane
11620,Female,26-35,Basic,Tennis,Kalyan
11621,Female,26-35,Premium,Pickleball,Mulund
11622,Male,26-35,Premium,Tennis,Kalyan
11623,Male,26-35,Premium,Tennis,Thane
11624,Male,26-35,Premium,Pickleball,Navi Mumbai
11625,Female,18-25,Basic,Tennis,Mumbai
11626,Female,18-25,Elite,Badminton,Dombivli
11627,Male,36-45,Elite,Badminton,Thane
11628,Male,46+,Basic,Tennis,Kalyan
11629,Female,46+,Basic,Squash,Kalyan
11630,Male,36-45,Premium,Table Tennis,Mumbai
11631,Male,26-35,Basic,Tennis,Thane
11632,Male,36-45,Basic,Table Tennis,Navi Mumbai
11633,Female,26-35,Basic,Table Tennis,Powai
11634,Female,26-35,Premium,Pickleball,Mulund
11635,Male,36-45,Premium,Pickleball,Dombivli
11636,Female,18-25,Premium,Table Tennis,Dombivli
11637,Male,18-25,Premium,Badminton,Navi Mumbai
11638,Male,26-35,Basic,Badminton,Thane
11639,Male,26-35,Premium,Table Tennis,Powai
11640,Female,26-35,Basic,Tennis,Mumbai
11641,Male,36-45,Premium,Badminton,Dombivli
11642,Male,46+,Premium,Table Tennis,Navi Mumbai
11643,Male,46+,Basic,Pickleball,Thane
11644,Female,26-35,Premium,Table Tennis,Mumbai
11645,Female,36-45,Basic,Table Tennis,Mumbai
11646,Male,36-45,Basic,Table Tennis,Thane
11647,Male,18-25,Basic,Padel,Navi Mumbai
11648,Female,36-45,Basic,Table Tennis,Navi Mumbai
11649,Male,46+,Premium,Table Tennis,Mulund
11650,Male,26-35,Basic,Pickleball,Dombivli
11651,Female,46+,Elite,Badminton,Thane
11652,Male,46+,Basic,Tennis,Thane
11653,Male,26-35,Basic,Squash,Powai
11654,Male,18-25,Basic,Tennis,Dombivli
11655,Male,46+,Premium,Badminton,Thane
11656,Female,36-45,Basic,Tennis,Dombivli
11657,Female,26-35,Basic,Squash,Navi Mumbai
11658,Female,46+,Premium,Tennis,Mumbai
11659,Male,36-45,Basic,Table Tennis,Thane
11660,Female,36-45,Basic,Tennis,Dombivli
11661,Male,26-35,Premium,Table Tennis,Navi Mumbai
11662,Male,36-45,Basic,Pickleball,Powai
11663,Female,46+,Basic,Table Tennis,Kalyan
11664,Male,26-35,Basic,Squash,Mumbai
11665,Male,18-25,Basic,Squash,Dombivli
11666,Male,18-25,Basic,Squash,Thane
11667,Male,26-35,Premium,Tennis,Thane
11668,Male,36-45,Basic,Pickleball,Kalyan
11669,Female,26-35,Basic,Table Tennis,Mumbai
11670,Male,18-25,Basic,Table Tennis,Kalyan
11671,Male,46+,Elite,Pickleball,Dombivli
11672,Male,18-25,Basic,Tennis,Dombivli
11673,Female,36-45,Basic,Squash,Mumbai
11674,Female,18-25,Basic,Padel,Navi Mumbai
11675,Male,18-25,Basic,Table Tennis,Powai
11676,Female,46+,Basic,Table Tennis,Mumbai
11677,Male,46+,Premium,Pickleball,Mumbai
11678,Female,18-25,Basic,Squash,Mumbai
11679,Female,18-25,Basic,Pickleball,Powai
11680,Male,18-25,Basic,Tennis,Kalyan
11681,Female,36-45,Premium,Padel,Mulund
11682,Male,46+,Premium,Badminton,Dombivli
11683,Male,26-35,Basic,Squash,Dombivli
11684,Female,26-35,Basic,Tennis,Mulund
11685,Male,18-25,Basic,Table Tennis,Kalyan
11686,Male,18-25,Basic,Tennis,Dombivli
11687,Female,36-45,Basic,Badminton,Mumbai
11688,Male,36-45,Premium,Badminton,Thane
11689,Male,26-35,Premium,Table Tennis,Mulund
11690,Male,46+,Basic,Tennis,Mumbai
11691,Male,36-45,Basic,Padel,Dombivli
11692,Male,36-45,Basic,Pickleball,Navi Mumbai
11693,Male,26-35,Basic,Pickleball,Dombivli
11694,Female,36-45,Basic,Squash,Mumbai
11695,Female,26-35,Basic,Pickleball,Powai
11696,Male,18-25,Basic,Table Tennis,Navi Mumbai
11697,Female,26-35,Basic,Padel,Powai
11698,Male,36-45,Premium,Badminton,Navi Mumbai
11699,Female,26-35,Basic,Squash,Navi Mumbai
11700,Female,18-25,Elite,Padel,Mulund
11701,Female,46+,Basic,Tennis,Powai
11702,Male,18-25,Basic,Badminton,Mulund
11703,Female,36-45,Premium,Pickleball,Powai
11704,Male,36-45,Basic,Squash,Thane
11705,Female,26-35,Basic,Badminton,Kalyan
11706,Male,46+,Basic,Badminton,Navi Mumbai
11707,Female,36-45,Premium,Badminton,Powai
11708,Female,36-45,Premium,Table Tennis,Powai
11709,Male,26-35,Basic,Padel,Thane
11710,Female,18-25,Basic,Squash,Navi Mumbai
11711,Male,18-25,Basic,Table Tennis,Navi Mumbai
11712,Female,18-25,Premium,Padel,Kalyan
11713,Male,18-25,Basic,Tennis,Mumbai
11714,Female,18-25,Basic,Pickleball,Navi Mumbai
11715,Female,18-25,Basic,Padel,Thane
11716,Male,36-45,Basic,Badminton,Dombivli
11717,Male,36-45,Basic,Tennis,Kalyan
11718,Male,18-25,Elite,Table Tennis,Dombivli
11719,Male,46+,Premium,Pickleball,Navi Mumbai
11720,Male,26-35,Elite,Squash,Mumbai
11721,Female,36-45,Basic,Pickleball,Mumbai
11722,Female,36-45,Basic,Table Tennis,Mumbai
11723,Female,18-25,Premium,Badminton,Thane
11724,Female,26-35,Basic,Squash,Powai
11725,Male,36-45,Elite,Table Tennis,Powai
11726,Male,18-25,Basic,Tennis,Navi Mumbai
11727,Female,46+,Basic,Squash,Kalyan
11728,Male,18-25,Basic,Badminton,Dombivli
11729,Female,46+,Premium,Pickleball,Thane
11730,Male,46+,Basic,Squash,Mumbai
11731,Male,18-25,Basic,Padel,Mumbai
11732,Male,18-25,Basic,Badminton,Kalyan
11733,Male,46+,Basic,Badminton,Powai
11734,Female,18-25,Basic,Table Tennis,Mumbai
11735,Male,46+,Basic,Squash,Dombivli
11736,Female,36-45,Basic,Squash,Mumbai
11737,Male,18-25,Basic,Padel,Mumbai
11738,Male,36-45,Basic,Table Tennis,Powai
11739,Male,36-45,Basic,Pickleball,Mumbai
11740,Male,46+,Basic,Padel,Mumbai
11741,Male,36-45,Basic,Squash,Dombivli
11742,Female,46+,Premium,Tennis,Thane
11743,Female,18-25,Premium,Badminton,Dombivli
11744,Female,36-45,Basic,Badminton,Navi Mumbai
11745,Male,46+,Basic,Badminton,Thane
11746,Male,36-45,Basic,Pickleball,Thane
11747,Female,18-25,Premium,Squash,Navi Mumbai
11748,Male,36-45,Basic,Table Tennis,Navi Mumbai
11749,Female,46+,Premium,Tennis,Thane
11750,Female,46+,Basic,Tennis,Thane
11751,Male,36-45,Basic,Table Tennis,Kalyan
11752,Female,36-45,Basic,Tennis,Powai
11753,Male,26-35,Basic,Badminton,Mulund
11754,Female,36-45,Basic,Padel,Powai
11755,Male,26-35,Basic,Tennis,Navi Mumbai
11756,Male,18-25,Basic,Pickleball,Kalyan
11757,Male,46+,Basic,Table Tennis,Thane
11758,Female,36-45,Elite,Padel,Dombivli
11759,Male,46+,Basic,Table Tennis,Dombivli
11760,Female,46+,Basic,Squash,Mulund
11761,Male,36-45,Basic,Badminton,Mumbai
11762,Male,36-45,Basic,Table Tennis,Mulund
11763,Male,36-45,Basic,Padel,Powai
11764,Male,18-25,Basic,Tennis,Mulund
11765,Male,36-45,Premium,Squash,Kalyan
11766,Female,46+,Elite,Badminton,Dombivli
11767,Female,36-45,Premium,Pickleball,Mulund
11768,Male,46+,Basic,Squash,Mumbai
11769,Male,36-45,Basic,Badminton,Dombivli
11770,Female,36-45,Basic,Badminton,Dombivli
11771,Male,26-35,Basic,Pickleball,Mulund
11772,Female,18-25,Elite,Tennis,Dombivli
11773,Female,46+,Basic,Pickleball,Mumbai
11774,Male,26-35,Basic,Pickleball,Dombivli
11775,Male,18-25,Basic,Badminton,Mumbai
11776,Male,26-35,Basic,Table Tennis,Powai
11777,Male,46+,Basic,Pickleball,Kalyan
11778,Female,46+,Basic,Badminton,Mumbai
11779,Female,36-45,Basic,Table Tennis,Mulund
11780,Male,36-45,Basic,Badminton,Thane
11781,Female,18-25,Premium,Pickleball,Mulund
11782,Male,26-35,Premium,Badminton,Mulund
11783,Male,26-35,Premium,Squash,Thane
11784,Female,36-45,Premium,Tennis,Mumbai
11785,Female,26-35,Basic,Squash,Powai
11786,Male,26-35,Basic,Badminton,Mumbai
11787,Female,46+,Basic,Squash,Mulund
11788,Female,18-25,Premium,Squash,Mumbai
11789,Female,18-25,Premium,Tennis,Navi Mumbai
11790,Female,26-35,Basic,Padel,Navi Mumbai
11791,Female,36-45,Basic,Tennis,Powai
11792,Female,18-25,Basic,Squash,Mulund
11793,Male,46+,Basic,Tennis,Kalyan
11794,Female,36-45,Basic,Squash,Thane
11795,Male,36-45,Basic,Badminton,Mulund
11796,Female,36-45,Premium,Squash,Kalyan
11797,Male,26-35,Basic,Padel,Mulund
11798,Male,46+,Premium,Tennis,Kalyan
11799,Male,18-25,Basic,Table Tennis,Kalyan
11800,Female,18-25,Basic,Padel,Mulund
11801,Female,26-35,Basic,Badminton,Mumbai
11802,Male,26-35,Basic,Badminton,Powai
11803,Male,36-45,Basic,Squash,Dombivli
11804,Male,36-45,Premium,Squash,Dombivli
11805,Female,18-25,Basic,Badminton,Mulund
11806,Female,18-25,Premium,Pickleball,Mumbai
11807,Female,46+,Premium,Table Tennis,Thane
11808,Female,46+,Basic,Squash,Powai
11809,Female,18-25,Premium,Badminton,Powai
11810,Male,18-25,Basic,Squash,Mulund
11811,Male,26-35,Basic,Tennis,Powai
11812,Male,18-25,Elite,Table Tennis,Mulund
11813,Male,26-35,Premium,Table Tennis,Dombivli
11814,Female,46+,Elite,Squash,Mumbai
11815,Male,18-25,Basic,Pickleball,Thane
11816,Female,26-35,Basic,Padel,Mulund
11817,Male,18-25,Basic,Tennis,Thane
11818,Male,18-25,Basic,Pickleball,Mulund
11819,Female,18-25,Premium,Pickleball,Powai
11820,Male,26-35,Premium,Badminton,Mulund
11821,Male,36-45,Basic,Tennis,Kalyan
11822,Male,36-45,Basic,Squash,Dombivli
11823,Male,36-45,Basic,Tennis,Mumbai
11824,Male,26-35,Premium,Squash,Kalyan
11825,Male,46+,Elite,Table Tennis,Kalyan
11826,Male,36-45,Elite,Table Tennis,Thane
11827,Male,26-35,Premium,Badminton,Kalyan
11828,Female,18-25,Premium,Squash,Powai
11829,Male,26-35,Premium,Tennis,Dombivli
11830,Female,46+,Basic,Badminton,Thane
11831,Female,26-35,Premium,Squash,Navi Mumbai
11832,Male,36-45,Basic,Squash,Thane
11833,Female,18-25,Basic,Badminton,Kalyan
11834,Female,18-25,Basic,Padel,Kalyan
11835,Male,46+,Basic,Tennis,Navi Mumbai
11836,Male,18-25,Basic,Pickleball,Navi Mumbai
11837,Male,36-45,Basic,Badminton,Dombivli
11838,Male,36-45,Basic,Padel,Kalyan
11839,Male,36-45,Premium,Table Tennis,Thane
11840,Male,36-45,Basic,Squash,Mumbai
11841,Female,18-25,Premium,Tennis,Kalyan
11842,Male,26-35,Basic,Squash,Mumbai
11843,Male,36-45,Basic,Squash,Mumbai
11844,Male,18-25,Basic,Pickleball,Navi Mumbai
11845,Male,18-25,Elite,Pickleball,Navi Mumbai
11846,Male,26-35,Basic,Pickleball,Dombivli
11847,Male,26-35,Basic,Table Tennis,Navi Mumbai
11848,Male,46+,Basic,Badminton,Powai
11849,Male,18-25,Basic,Squash,Thane
11850,Female,26-35,Premium,Badminton,Kalyan
11851,Male,36-45,Elite,Padel,Navi Mumbai
11852,Male,46+,Basic,Pickleball,Navi Mumbai
11853,Male,18-25,Elite,Pickleball,Powai
11854,Female,36-45,Basic,Padel,Mumbai
11855,Female,26-35,Basic,Squash,Kalyan
11856,Male,26-35,Premium,Table Tennis,Thane
11857,Male,26-35,Basic,Squash,Powai
11858,Male,18-25,Basic,Table Tennis,Navi Mumbai
11859,Male,26-35,Basic,Table Tennis,Dombivli
11860,Female,18-25,Basic,Table Tennis,Thane
11861,Male,18-25,Basic,Tennis,Thane
11862,Female,18-25,Premium,Badminton,Kalyan
11863,Male,46+,Basic,Tennis,Mumbai
11864,Male,26-35,Basic,Table Tennis,Thane
11865,Female,46+,Basic,Squash,Kalyan
11866,Female,26-35,Basic,Table Tennis,Navi Mumbai
11867,Male,46+,Basic,Squash,Kalyan
11868,Female,36-45,Premium,Pickleball,Dombivli
11869,Male,18-25,Basic,Pickleball,Mumbai
11870,Male,18-25,Basic,Squash,Dombivli
11871,Female,36-45,Premium,Padel,Mulund
11872,Female,46+,Basic,Badminton,Navi Mumbai
11873,Female,36-45,Basic,Pickleball,Kalyan
11874,Male,46+,Basic,Tennis,Navi Mumbai
11875,Male,26-35,Basic,Table Tennis,Powai
11876,Female,36-45,Basic,Badminton,Thane
11877,Male,36-45,Basic,Tennis,Dombivli
11878,Female,46+,Premium,Squash,Navi Mumbai
11879,Male,26-35,Basic,Squash,Powai
11880,Female,26-35,Basic,Pickleball,Mumbai
11881,Male,18-25,Basic,Squash,Kalyan
11882,Male,26-35,Elite,Table Tennis,Navi Mumbai
11883,Female,46+,Basic,Padel,Navi Mumbai
11884,Male,36-45,Premium,Squash,Mulund
11885,Male,18-25,Premium,Squash,Dombivli
11886,Male,18-25,Basic,Padel,Thane
11887,Female,46+,Basic,Squash,Thane
11888,Male,46+,Basic,Badminton,Navi Mumbai
11889,Male,18-25,Premium,Table Tennis,Mulund
11890,Male,26-35,Premium,Table Tennis,Dombivli
11891,Male,26-35,Premium,Pickleball,Thane
11892,Male,18-25,Basic,Squash,Mulund
11893,Male,18-25,Basic,Tennis,Powai
11894,Female,26-35,Basic,Padel,Mulund
11895,Male,26-35,Basic,Badminton,Dombivli
11896,Female,46+,Basic,Squash,Thane
11897,Female,18-25,Premium,Pickleball,Thane
11898,Female,46+,Premium,Pickleball,Powai
11899,Male,46+,Basic,Squash,Thane
11900,Female,36-45,Basic,Pickleball,Powai
11901,Male,18-25,Basic,Badminton,Navi Mumbai
11902,Female,18-25,Premium,Table Tennis,Mumbai
11903,Male,46+,Premium,Table Tennis,Mulund
11904,Female,46+,Premium,Padel,Mulund
11905,Female,46+,Basic,Table Tennis,Dombivli
11906,Male,36-45,Premium,Badminton,Dombivli
11907,Male,46+,Basic,Tennis,Dombivli
11908,Male,46+,Basic,Squash,Mumbai
11909,Male,36-45,Premium,Squash,Dombivli
11910,Female,18-25,Premium,Badminton,Kalyan
