inventory_id,store_id,product_id,current_stock,reorder_level,lead_time_days,stock_status
4301,1,1101,430,50,10,Overstock
4302,1,1015,146,30,6,Healthy
4303,4,1067,3,25,7,Low Stock
4304,6,1109,69,30,8,Healthy
4305,3,1072,120,30,11,Healthy
4306,1,1047,106,30,9,Healthy
4307,1,1028,312,50,15,Overstock
4308,3,1022,79,30,9,Healthy
4309,2,1128,114,30,7,Healthy
4310,2,1050,326,50,4,Overstock
4311,5,1129,402,50,5,Overstock
4312,6,1114,117,30,4,Healthy
4313,3,1150,137,30,14,Healthy
4314,5,1001,8,25,8,Low Stock
4315,2,1013,442,50,13,Overstock
4316,3,1065,133,30,11,Healthy
4317,2,1099,15,25,13,Low Stock
4318,1,1122,63,30,4,Healthy
4319,3,1135,102,30,5,Healthy
4320,4,1107,108,30,7,Healthy
4321,5,1004,478,50,3,Overstock
4322,6,1133,12,25,13,Low Stock
4323,4,1022,373,50,13,Overstock
4324,4,1094,63,30,5,Healthy
4325,5,1017,66,30,5,Healthy
4326,5,1146,80,30,4,Healthy
4327,2,1110,132,30,5,Healthy
4328,3,1020,90,30,11,Healthy
4329,5,1131,10,25,4,Low Stock
4330,5,1007,1,25,9,Low Stock
4331,6,1043,99,30,6,Healthy
4332,4,1035,143,30,13,Healthy
4333,2,1022,108,30,8,Healthy
4334,3,1103,267,50,12,Overstock
4335,1,1041,133,30,15,Healthy
4336,4,1114,146,30,5,Healthy
4337,4,1056,81,30,14,Healthy
4338,3,1063,15,25,6,Low Stock
4339,3,1007,3,25,10,Low Stock
4340,5,1105,129,30,7,Healthy
4341,6,1146,94,30,9,Healthy
4342,3,1022,93,30,15,Healthy
4343,1,1137,68,30,14,Healthy
4344,3,1113,149,30,7,Healthy
4345,1,1144,62,30,3,Healthy
4346,5,1139,140,30,7,Healthy
4347,2,1076,8,25,4,Low Stock
4348,1,1068,1,25,13,Low Stock
4349,6,1034,15,25,9,Low Stock
4350,5,1066,4,25,3,Low Stock
4351,6,1124,113,30,4,Healthy
4352,1,1045,122,30,15,Healthy
4353,4,1140,15,25,15,Low Stock
4354,2,1077,211,50,8,Overstock
4355,6,1044,14,25,5,Low Stock
4356,2,1119,93,30,13,Healthy
4357,1,1099,73,30,6,Healthy
4358,4,1027,133,30,8,Healthy
4359,5,1076,3,25,10,Low Stock
4360,4,1137,146,30,7,Healthy
4361,2,1093,7,25,12,Low Stock
4362,3,1150,117,30,14,Healthy
4363,4,1057,61,30,9,Healthy
4364,4,1004,483,50,4,Overstock
4365,3,1059,3,25,11,Low Stock
4366,2,1120,5,25,8,Low Stock
4367,6,1106,96,30,15,Healthy
4368,3,1058,91,30,10,Healthy
4369,3,1084,6,25,7,Low Stock
4370,1,1057,112,30,14,Healthy
4371,2,1121,18,25,10,Low Stock
4372,5,1014,66,30,15,Healthy
4373,3,1023,75,30,5,Healthy
4374,3,1072,66,30,6,Healthy
4375,5,1140,89,30,5,Healthy
4376,6,1056,20,25,13,Low Stock
4377,6,1127,69,30,3,Healthy
4378,6,1102,427,50,12,Overstock
4379,6,1056,66,30,9,Healthy
4380,2,1060,118,30,11,Healthy
4381,4,1093,108,30,15,Healthy
4382,2,1114,20,25,13,Low Stock
4383,3,1030,9,25,3,Low Stock
4384,3,1002,96,30,12,Healthy
4385,4,1045,50,30,14,Healthy
4386,4,1125,108,30,15,Healthy
4387,6,1103,66,30,6,Healthy
4388,2,1021,70,30,15,Healthy
4389,3,1028,66,30,14,Healthy
4390,5,1145,63,30,3,Healthy
4391,5,1082,7,25,4,Low Stock
4392,6,1020,66,30,12,Healthy
4393,5,1037,139,30,10,Healthy
4394,6,1007,455,50,12,Overstock
4395,2,1061,80,30,3,Healthy
4396,3,1049,65,30,4,Healthy
4397,1,1147,130,30,15,Healthy
4398,5,1127,134,30,5,Healthy
4399,4,1022,147,30,12,Healthy
4400,1,1128,147,30,9,Healthy
4401,6,1027,6,25,14,Low Stock
4402,3,1121,141,30,6,Healthy
4403,2,1131,109,30,12,Healthy
4404,6,1132,5,25,14,Low Stock
4405,6,1058,88,30,5,Healthy
4406,6,1045,497,50,5,Overstock
4407,3,1012,109,30,4,Healthy
4408,1,1053,0,25,12,Low Stock
4409,2,1050,83,30,14,Healthy
4410,5,1021,97,30,14,Healthy
4411,3,1037,11,25,15,Low Stock
4412,2,1077,138,30,3,Healthy
4413,5,1014,11,25,5,Low Stock
4414,2,1124,101,30,7,Healthy
4415,5,1051,87,30,7,Healthy
4416,3,1074,59,30,5,Healthy
4417,3,1030,114,30,9,Healthy
4418,3,1081,105,30,7,Healthy
4419,3,1006,102,30,14,Healthy
4420,2,1098,83,30,3,Healthy
4421,6,1120,20,25,8,Low Stock
4422,3,1094,113,30,13,Healthy
4423,5,1122,4,25,4,Low Stock
4424,5,1150,388,50,6,Overstock
4425,1,1099,130,30,9,Healthy
4426,1,1049,237,50,10,Overstock
4427,3,1113,78,30,4,Healthy
4428,4,1082,496,50,13,Overstock
4429,3,1119,84,30,15,Healthy
4430,3,1062,90,30,8,Healthy
4431,6,1086,103,30,6,Healthy
4432,3,1146,54,30,11,Healthy
4433,5,1061,117,30,8,Healthy
4434,3,1060,133,30,5,Healthy
4435,5,1143,137,30,3,Healthy
4436,6,1069,67,30,14,Healthy
4437,6,1047,95,30,3,Healthy
4438,4,1016,13,25,7,Low Stock
4439,2,1053,12,25,12,Low Stock
4440,6,1125,5,25,12,Low Stock
4441,5,1130,145,30,15,Healthy
4442,4,1112,132,30,11,Healthy
4443,2,1054,52,30,3,Healthy
4444,3,1030,288,50,15,Overstock
4445,5,1025,70,30,8,Healthy
4446,2,1007,77,30,15,Healthy
4447,1,1111,100,30,11,Healthy
4448,3,1112,93,30,10,Healthy
4449,2,1034,77,30,11,Healthy
4450,2,1110,142,30,8,Healthy
4451,3,1019,85,30,5,Healthy
4452,3,1020,115,30,11,Healthy
4453,5,1019,422,50,7,Overstock
4454,3,1115,13,25,11,Low Stock
4455,5,1050,87,30,4,Healthy
4456,6,1032,20,25,10,Low Stock
4457,3,1062,90,30,5,Healthy
4458,1,1083,140,30,11,Healthy
4459,3,1050,8,25,5,Low Stock
4460,2,1092,67,30,14,Healthy
4461,5,1110,75,30,3,Healthy
4462,1,1148,107,30,12,Healthy
4463,6,1070,67,30,14,Healthy
4464,6,1042,146,30,4,Healthy
4465,2,1004,20,25,7,Low Stock
4466,6,1133,141,30,13,Healthy
4467,6,1067,13,25,9,Low Stock
4468,2,1125,363,50,9,Overstock
4469,1,1018,13,25,4,Low Stock
4470,4,1127,1,25,10,Low Stock
4471,5,1131,90,30,6,Healthy
4472,2,1052,50,30,13,Healthy
4473,5,1146,17,25,4,Low Stock
4474,2,1116,127,30,12,Healthy
4475,1,1003,115,30,5,Healthy
4476,2,1020,298,50,11,Overstock
4477,6,1004,142,30,4,Healthy
4478,5,1092,278,50,12,Overstock
4479,4,1120,368,50,3,Overstock
4480,5,1070,143,30,8,Healthy
4481,4,1130,62,30,5,Healthy
4482,2,1043,242,50,8,Overstock
4483,3,1135,55,30,4,Healthy
4484,5,1070,149,30,12,Healthy
4485,6,1033,59,30,3,Healthy
4486,6,1068,92,30,15,Healthy
4487,6,1149,10,25,7,Low Stock
4488,4,1019,77,30,7,Healthy
4489,3,1140,117,30,6,Healthy
4490,4,1079,131,30,12,Healthy
4491,1,1097,60,30,7,Healthy
4492,2,1031,121,30,11,Healthy
4493,2,1094,82,30,10,Healthy
4494,6,1081,68,30,5,Healthy
4495,3,1134,262,50,10,Overstock
4496,1,1136,6,25,15,Low Stock
4497,1,1142,16,25,10,Low Stock
4498,1,1086,18,25,11,Low Stock
4499,3,1119,119,30,10,Healthy
4500,6,1019,128,30,9,Healthy
4501,2,1142,9,25,13,Low Stock
4502,6,1091,78,30,15,Healthy
4503,6,1111,135,30,5,Healthy
4504,2,1148,13,25,5,Low Stock
4505,6,1051,112,30,8,Healthy
4506,2,1081,101,30,10,Healthy
4507,3,1126,103,30,6,Healthy
4508,5,1150,360,50,9,Overstock
4509,3,1100,63,30,8,Healthy
4510,3,1022,13,25,10,Low Stock
4511,4,1098,120,30,15,Healthy
4512,1,1049,18,25,11,Low Stock
4513,5,1059,139,30,8,Healthy
4514,6,1130,228,50,5,Overstock
4515,4,1037,125,30,6,Healthy
4516,4,1017,64,30,8,Healthy
4517,3,1082,58,30,6,Healthy
4518,5,1011,146,30,13,Healthy
4519,1,1067,149,30,10,Healthy
4520,4,1030,68,30,15,Healthy
4521,4,1026,121,30,10,Healthy
4522,5,1084,104,30,7,Healthy
4523,4,1032,433,50,8,Overstock
4524,1,1117,145,30,15,Healthy
4525,2,1139,2,25,13,Low Stock
4526,2,1101,114,30,8,Healthy
4527,6,1114,56,30,14,Healthy
4528,1,1140,4,25,9,Low Stock
4529,6,1138,145,30,9,Healthy
4530,6,1056,136,30,5,Healthy
4531,4,1103,138,30,3,Healthy
4532,5,1002,19,25,14,Low Stock
4533,3,1065,273,50,11,Overstock
4534,3,1083,89,30,14,Healthy
4535,1,1116,141,30,3,Healthy
4536,2,1001,117,30,10,Healthy
4537,6,1149,91,30,12,Healthy
4538,3,1149,403,50,8,Overstock
4539,1,1006,100,30,4,Healthy
4540,2,1065,368,50,6,Overstock
4541,1,1086,2,25,7,Low Stock
4542,4,1066,56,30,3,Healthy
4543,4,1027,115,30,5,Healthy
4544,6,1141,116,30,14,Healthy
4545,2,1096,326,50,6,Overstock
4546,1,1003,131,30,11,Healthy
4547,1,1148,112,30,3,Healthy
4548,3,1065,132,30,11,Healthy
4549,5,1130,137,30,4,Healthy
4550,3,1077,99,30,8,Healthy
4551,3,1054,134,30,9,Healthy
4552,3,1133,3,25,12,Low Stock
4553,6,1078,1,25,15,Low Stock
4554,1,1038,93,30,12,Healthy
4555,2,1029,135,30,9,Healthy
4556,2,1110,70,30,9,Healthy
4557,6,1051,3,25,9,Low Stock
4558,1,1049,118,30,9,Healthy
4559,4,1096,64,30,5,Healthy
4560,3,1045,54,30,13,Healthy
4561,6,1109,76,30,3,Healthy
4562,6,1121,115,30,14,Healthy
4563,2,1089,123,30,5,Healthy
4564,6,1090,403,50,7,Overstock
4565,1,1082,84,30,9,Healthy
4566,5,1131,133,30,15,Healthy
4567,2,1047,126,30,13,Healthy
4568,5,1145,52,30,4,Healthy
4569,2,1132,141,30,9,Healthy
4570,1,1122,483,50,4,Overstock
4571,5,1139,4,25,9,Low Stock
4572,3,1045,79,30,9,Healthy
4573,3,1006,110,30,7,Healthy
4574,6,1100,140,30,11,Healthy
4575,4,1017,134,30,13,Healthy
4576,6,1060,120,30,11,Healthy
4577,4,1046,71,30,12,Healthy
4578,4,1109,1,25,3,Low Stock
4579,3,1063,130,30,8,Healthy
4580,5,1032,76,30,7,Healthy
4581,2,1040,65,30,7,Healthy
4582,2,1145,14,25,3,Low Stock
4583,3,1113,14,25,12,Low Stock
4584,6,1020,440,50,12,Overstock
4585,6,1048,14,25,8,Low Stock
4586,4,1085,65,30,3,Healthy
4587,2,1018,110,30,14,Healthy
4588,5,1060,16,25,6,Low Stock
4589,1,1135,256,50,11,Overstock
4590,6,1115,106,30,6,Healthy
4591,4,1114,9,25,3,Low Stock
4592,5,1058,271,50,14,Overstock
4593,2,1058,348,50,10,Overstock
4594,2,1014,63,30,9,Healthy
4595,6,1003,74,30,5,Healthy
4596,2,1042,10,25,4,Low Stock
4597,2,1010,105,30,15,Healthy
4598,2,1148,63,30,5,Healthy
4599,3,1115,86,30,15,Healthy
4600,3,1121,145,30,15,Healthy
4601,3,1026,103,30,8,Healthy
4602,2,1039,97,30,15,Healthy
4603,6,1068,137,30,7,Healthy
4604,1,1069,85,30,5,Healthy
4605,2,1109,2,25,7,Low Stock
4606,3,1112,108,30,7,Healthy
4607,1,1046,69,30,11,Healthy
4608,3,1090,145,30,10,Healthy
4609,4,1137,20,25,6,Low Stock
4610,4,1127,499,50,6,Overstock
4611,2,1071,17,25,15,Low Stock
4612,5,1024,122,30,4,Healthy
4613,4,1084,101,30,12,Healthy
4614,2,1142,109,30,14,Healthy
4615,5,1147,83,30,14,Healthy
4616,4,1124,62,30,15,Healthy
4617,2,1026,81,30,12,Healthy
4618,5,1064,15,25,9,Low Stock
4619,6,1053,3,25,4,Low Stock
4620,6,1126,86,30,7,Healthy
4621,3,1083,91,30,6,Healthy
4622,3,1120,50,30,10,Healthy
4623,3,1036,128,30,6,Healthy
4624,6,1042,88,30,4,Healthy
4625,6,1132,124,30,14,Healthy
4626,1,1051,16,25,12,Low Stock
4627,4,1128,75,30,11,Healthy
4628,5,1134,92,30,11,Healthy
4629,5,1126,77,30,11,Healthy
4630,6,1150,16,25,9,Low Stock
4631,3,1100,128,30,12,Healthy
4632,2,1022,131,30,5,Healthy
4633,5,1060,18,25,4,Low Stock
4634,4,1111,129,30,15,Healthy
4635,2,1149,77,30,5,Healthy
4636,6,1128,63,30,15,Healthy
4637,1,1034,96,30,5,Healthy
4638,4,1032,10,25,9,Low Stock
4639,3,1144,17,25,10,Low Stock
4640,6,1073,91,30,7,Healthy
4641,4,1037,114,30,5,Healthy
4642,5,1046,126,30,5,Healthy
4643,3,1048,76,30,11,Healthy
4644,4,1099,9,25,11,Low Stock
4645,2,1127,15,25,7,Low Stock
4646,4,1128,67,30,10,Healthy
4647,5,1142,55,30,6,Healthy
4648,5,1036,52,30,12,Healthy
4649,2,1031,55,30,8,Healthy
4650,3,1150,77,30,7,Healthy
4651,4,1095,87,30,4,Healthy
4652,5,1021,65,30,3,Healthy
4653,2,1059,65,30,3,Healthy
4654,1,1032,89,30,6,Healthy
4655,6,1043,50,30,7,Healthy
4656,5,1046,80,30,5,Healthy
4657,2,1142,82,30,7,Healthy
4658,6,1079,90,30,9,Healthy
4659,1,1134,98,30,11,Healthy
4660,3,1031,8,25,11,Low Stock
4661,2,1090,75,30,14,Healthy
4662,5,1092,98,30,15,Healthy
4663,1,1145,63,30,7,Healthy
4664,4,1149,11,25,4,Low Stock
4665,3,1102,144,30,15,Healthy
4666,4,1099,0,25,12,Low Stock
4667,5,1013,113,30,10,Healthy
4668,2,1141,20,25,12,Low Stock
4669,4,1068,4,25,15,Low Stock
4670,1,1135,362,50,12,Overstock
4671,5,1131,102,30,7,Healthy
4672,4,1126,145,30,8,Healthy
4673,5,1024,106,30,10,Healthy
4674,1,1141,87,30,7,Healthy
4675,3,1034,103,30,14,Healthy
4676,4,1056,17,25,8,Low Stock
4677,1,1042,56,30,11,Healthy
4678,2,1043,96,30,4,Healthy
4679,3,1052,98,30,5,Healthy
4680,1,1070,136,30,15,Healthy
4681,6,1136,124,30,11,Healthy
4682,6,1121,90,30,7,Healthy
4683,2,1087,101,30,12,Healthy
4684,3,1139,143,30,8,Healthy
4685,4,1015,2,25,5,Low Stock
4686,6,1096,10,25,11,Low Stock
4687,2,1043,104,30,9,Healthy
4688,3,1015,19,25,7,Low Stock
4689,4,1011,62,30,8,Healthy
4690,4,1129,127,30,14,Healthy
4691,4,1066,75,30,13,Healthy
4692,5,1073,1,25,3,Low Stock
4693,2,1090,469,50,13,Overstock
4694,4,1025,50,30,10,Healthy
4695,4,1091,131,30,3,Healthy
4696,4,1080,143,30,6,Healthy
4697,2,1033,433,50,14,Overstock
4698,4,1028,97,30,11,Healthy
4699,2,1009,133,30,10,Healthy
4700,1,1004,63,30,15,Healthy
4701,6,1096,136,30,14,Healthy
4702,6,1080,7,25,11,Low Stock
4703,6,1104,54,30,11,Healthy
4704,5,1014,134,30,13,Healthy
4705,6,1058,121,30,10,Healthy
4706,5,1073,104,30,13,Healthy
4707,2,1007,7,25,11,Low Stock
4708,2,1007,141,30,11,Healthy
4709,2,1060,95,30,4,Healthy
4710,6,1032,0,25,12,Low Stock
4711,2,1059,125,30,7,Healthy
4712,4,1018,374,50,13,Overstock
4713,2,1077,130,30,4,Healthy
4714,3,1049,115,30,7,Healthy
4715,2,1124,133,30,11,Healthy
4716,1,1042,16,25,13,Low Stock
4717,2,1033,65,30,11,Healthy
4718,5,1111,95,30,6,Healthy
4719,5,1002,133,30,8,Healthy
4720,6,1006,80,30,15,Healthy
4721,4,1048,76,30,11,Healthy
4722,2,1098,109,30,11,Healthy
4723,4,1045,14,25,3,Low Stock
4724,4,1101,122,30,5,Healthy
4725,4,1065,5,25,4,Low Stock
4726,4,1148,71,30,9,Healthy
4727,1,1088,69,30,3,Healthy
4728,3,1081,75,30,14,Healthy
4729,1,1071,13,25,12,Low Stock
4730,1,1042,495,50,4,Overstock
4731,2,1018,144,30,4,Healthy
4732,5,1019,15,25,12,Low Stock
4733,4,1066,129,30,13,Healthy
4734,6,1057,62,30,14,Healthy
4735,1,1059,113,30,15,Healthy
4736,3,1069,139,30,4,Healthy
4737,1,1011,100,30,11,Healthy
4738,6,1102,91,30,13,Healthy
4739,6,1006,19,25,5,Low Stock
4740,5,1093,62,30,5,Healthy
4741,1,1147,18,25,4,Low Stock
4742,5,1044,54,30,11,Healthy
4743,4,1015,133,30,14,Healthy
4744,4,1135,0,25,7,Low Stock
4745,3,1004,12,25,8,Low Stock
4746,1,1063,80,30,13,Healthy
4747,1,1024,381,50,3,Overstock
4748,6,1090,81,30,11,Healthy
4749,4,1030,103,30,7,Healthy
4750,1,1027,72,30,12,Healthy
4751,1,1035,139,30,6,Healthy
4752,4,1056,119,30,15,Healthy
4753,2,1088,261,50,9,Overstock
4754,2,1035,93,30,3,Healthy
4755,5,1110,87,30,6,Healthy
4756,1,1082,81,30,15,Healthy
4757,4,1062,71,30,11,Healthy
4758,4,1053,113,30,15,Healthy
4759,6,1110,8,25,13,Low Stock
4760,4,1137,64,30,12,Healthy
4761,3,1024,121,30,12,Healthy
4762,5,1064,77,30,11,Healthy
4763,3,1140,144,30,14,Healthy
4764,3,1127,13,25,9,Low Stock
4765,1,1125,18,25,5,Low Stock
4766,3,1004,75,30,7,Healthy
4767,4,1006,96,30,11,Healthy
4768,4,1104,102,30,8,Healthy
4769,1,1113,137,30,9,Healthy
4770,2,1011,116,30,9,Healthy
4771,1,1131,125,30,6,Healthy
4772,6,1054,124,30,15,Healthy
4773,3,1129,126,30,4,Healthy
4774,5,1020,2,25,8,Low Stock
4775,6,1139,7,25,8,Low Stock
4776,1,1041,8,25,6,Low Stock
4777,6,1144,10,25,15,Low Stock
4778,2,1060,13,25,8,Low Stock
4779,5,1042,18,25,12,Low Stock
4780,2,1014,124,30,13,Healthy
4781,1,1077,454,50,13,Overstock
4782,6,1132,58,30,10,Healthy
4783,6,1079,5,25,12,Low Stock
4784,3,1101,86,30,5,Healthy
4785,3,1117,149,30,3,Healthy
4786,2,1019,140,30,15,Healthy
4787,5,1148,93,30,4,Healthy
4788,5,1149,4,25,8,Low Stock
4789,3,1107,50,30,12,Healthy
4790,1,1146,57,30,6,Healthy
4791,1,1073,97,30,14,Healthy
4792,1,1050,1,25,13,Low Stock
4793,1,1150,113,30,8,Healthy
4794,6,1004,6,25,5,Low Stock
4795,5,1043,62,30,14,Healthy
4796,4,1044,147,30,12,Healthy
4797,5,1105,120,30,5,Healthy
4798,5,1119,81,30,13,Healthy
4799,2,1025,18,25,15,Low Stock
4800,2,1120,108,30,10,Healthy
4801,4,1089,91,30,12,Healthy
4802,1,1072,365,50,6,Overstock
4803,3,1014,108,30,8,Healthy
4804,3,1130,76,30,5,Healthy
4805,4,1025,211,50,6,Overstock
4806,1,1080,75,30,12,Healthy
4807,5,1098,12,25,5,Low Stock
4808,5,1022,130,30,14,Healthy
4809,4,1138,93,30,9,Healthy
4810,1,1148,2,25,10,Low Stock
4811,3,1068,9,25,12,Low Stock
4812,2,1116,290,50,10,Overstock
4813,4,1115,134,30,14,Healthy
4814,5,1057,117,30,15,Healthy
4815,1,1060,112,30,5,Healthy
4816,3,1051,282,50,7,Overstock
4817,2,1045,70,30,11,Healthy
4818,5,1103,95,30,7,Healthy
4819,6,1105,98,30,15,Healthy
4820,4,1150,6,25,7,Low Stock
4821,6,1128,147,30,13,Healthy
4822,5,1095,64,30,9,Healthy
4823,6,1081,7,25,7,Low Stock
4824,3,1017,3,25,15,Low Stock
4825,4,1076,133,30,9,Healthy
4826,6,1065,5,25,10,Low Stock
4827,2,1041,134,30,14,Healthy
4828,5,1138,57,30,5,Healthy
4829,1,1071,483,50,6,Overstock
4830,4,1006,132,30,11,Healthy
4831,5,1095,58,30,15,Healthy
4832,6,1096,56,30,9,Healthy
4833,4,1064,108,30,4,Healthy
4834,4,1046,243,50,3,Overstock
4835,3,1057,106,30,8,Healthy
4836,2,1031,99,30,5,Healthy
4837,5,1089,100,30,8,Healthy
4838,1,1018,111,30,12,Healthy
4839,6,1103,60,30,5,Healthy
4840,6,1111,12,25,4,Low Stock
4841,3,1073,148,30,9,Healthy
4842,5,1074,87,30,15,Healthy
4843,1,1139,78,30,10,Healthy
4844,4,1087,83,30,11,Healthy
4845,3,1012,50,30,12,Healthy
4846,1,1123,12,25,13,Low Stock
4847,1,1025,122,30,14,Healthy
4848,1,1075,121,30,7,Healthy
4849,5,1050,127,30,4,Healthy
4850,1,1095,14,25,13,Low Stock
4851,6,1015,84,30,3,Healthy
4852,2,1120,96,30,6,Healthy
4853,1,1038,59,30,13,Healthy
4854,3,1027,98,30,5,Healthy
4855,1,1086,5,25,8,Low Stock
4856,3,1012,18,25,7,Low Stock
4857,6,1132,109,30,15,Healthy
4858,1,1138,85,30,8,Healthy
4859,3,1043,108,30,9,Healthy
4860,1,1039,13,25,3,Low Stock
4861,5,1115,19,25,13,Low Stock
4862,6,1012,1,25,10,Low Stock
4863,5,1134,60,30,13,Healthy
4864,4,1054,85,30,13,Healthy
4865,1,1132,147,30,14,Healthy
4866,4,1138,83,30,13,Healthy
4867,1,1027,59,30,3,Healthy
4868,5,1081,5,25,15,Low Stock
4869,4,1106,388,50,10,Overstock
4870,6,1137,64,30,3,Healthy
4871,2,1060,64,30,13,Healthy
4872,1,1003,54,30,14,Healthy
4873,1,1141,8,25,15,Low Stock
4874,1,1120,454,50,14,Overstock
4875,3,1041,96,30,3,Healthy
4876,4,1103,146,30,4,Healthy
4877,4,1029,53,30,8,Healthy
4878,6,1117,91,30,5,Healthy
4879,3,1081,4,25,3,Low Stock
4880,5,1035,91,30,9,Healthy
4881,5,1008,8,25,3,Low Stock
4882,6,1050,64,30,3,Healthy
4883,4,1027,81,30,11,Healthy
4884,1,1031,60,30,5,Healthy
4885,2,1101,124,30,14,Healthy
4886,2,1039,50,30,5,Healthy
4887,2,1016,135,30,12,Healthy
4888,3,1018,121,30,10,Healthy
4889,4,1123,145,30,6,Healthy
4890,5,1085,489,50,7,Overstock
4891,2,1051,66,30,13,Healthy
4892,1,1073,107,30,15,Healthy
4893,1,1087,131,30,13,Healthy
4894,1,1010,128,30,6,Healthy
4895,2,1055,70,30,13,Healthy
4896,5,1022,20,25,3,Low Stock
4897,2,1149,117,30,6,Healthy
4898,5,1088,132,30,5,Healthy
4899,2,1090,130,30,14,Healthy
4900,6,1145,146,30,3,Healthy
4901,4,1073,118,30,8,Healthy
4902,2,1039,54,30,5,Healthy
4903,1,1076,84,30,9,Healthy
4904,4,1137,7,25,7,Low Stock
4905,1,1081,63,30,12,Healthy
4906,1,1040,324,50,12,Overstock
4907,3,1032,81,30,8,Healthy
4908,3,1095,308,50,6,Overstock
4909,5,1025,126,30,12,Healthy
4910,6,1119,250,50,6,Overstock
4911,6,1029,140,30,5,Healthy
4912,2,1054,397,50,12,Overstock
4913,5,1112,345,50,7,Overstock
4914,2,1150,101,30,13,Healthy
4915,5,1076,59,30,11,Healthy
4916,3,1058,81,30,5,Healthy
4917,2,1105,50,30,9,Healthy
4918,6,1145,18,25,9,Low Stock
4919,6,1092,87,30,10,Healthy
4920,5,1140,139,30,15,Healthy
4921,4,1117,115,30,3,Healthy
4922,5,1108,137,30,13,Healthy
4923,3,1098,2,25,3,Low Stock
4924,1,1105,100,30,10,Healthy
4925,6,1061,138,30,14,Healthy
4926,6,1080,345,50,7,Overstock
4927,2,1132,301,50,11,Overstock
4928,1,1019,20,25,15,Low Stock
4929,1,1096,118,30,13,Healthy
4930,3,1107,60,30,13,Healthy
4931,5,1076,76,30,10,Healthy
4932,2,1067,140,30,3,Healthy
4933,6,1142,20,25,10,Low Stock
4934,3,1041,2,25,11,Low Stock
4935,1,1077,59,30,15,Healthy
4936,3,1013,98,30,6,Healthy
4937,1,1094,119,30,11,Healthy
4938,6,1144,55,30,4,Healthy
4939,5,1148,8,25,8,Low Stock
4940,4,1001,132,30,15,Healthy
4941,5,1047,135,30,4,Healthy
4942,3,1018,119,30,7,Healthy
4943,4,1006,124,30,14,Healthy
4944,4,1009,140,30,5,Healthy
4945,4,1116,84,30,13,Healthy
4946,3,1134,96,30,14,Healthy
4947,5,1041,116,30,15,Healthy
4948,3,1019,20,25,10,Low Stock
4949,1,1077,20,25,8,Low Stock
4950,1,1086,121,30,14,Healthy
4951,2,1013,132,30,9,Healthy
4952,4,1143,89,30,6,Healthy
4953,6,1150,116,30,9,Healthy
4954,3,1038,142,30,8,Healthy
4955,6,1092,9,25,13,Low Stock
4956,1,1109,11,25,9,Low Stock
4957,3,1054,280,50,8,Overstock
4958,2,1052,110,30,13,Healthy
4959,2,1120,121,30,7,Healthy
4960,1,1045,135,30,5,Healthy
4961,5,1071,62,30,9,Healthy
4962,4,1082,77,30,10,Healthy
4963,3,1128,59,30,9,Healthy
4964,2,1112,121,30,7,Healthy
4965,6,1008,85,30,5,Healthy
4966,4,1103,128,30,15,Healthy
4967,1,1080,65,30,11,Healthy
4968,4,1139,69,30,3,Healthy
4969,1,1047,121,30,15,Healthy
4970,1,1067,446,50,11,Overstock
4971,6,1042,100,30,13,Healthy
4972,5,1128,134,30,14,Healthy
4973,4,1040,149,30,10,Healthy
4974,2,1096,133,30,4,Healthy
4975,3,1041,98,30,13,Healthy
4976,3,1005,7,25,11,Low Stock
4977,4,1012,133,30,13,Healthy
4978,2,1148,101,30,5,Healthy
4979,5,1018,88,30,4,Healthy
4980,3,1130,87,30,15,Healthy
4981,4,1126,81,30,4,Healthy
4982,4,1075,112,30,11,Healthy
4983,2,1090,150,30,14,Healthy
4984,4,1035,311,50,3,Overstock
4985,2,1103,99,30,14,Healthy
4986,5,1131,16,25,12,Low Stock
4987,1,1118,93,30,5,Healthy
4988,2,1076,5,25,6,Low Stock
4989,3,1026,9,25,3,Low Stock
4990,3,1134,7,25,3,Low Stock
4991,5,1108,19,25,7,Low Stock
4992,2,1146,303,50,10,Overstock
4993,6,1102,256,50,12,Overstock
4994,6,1080,144,30,9,Healthy
4995,3,1025,17,25,14,Low Stock
4996,3,1024,64,30,11,Healthy
4997,6,1134,99,30,7,Healthy
4998,1,1096,96,30,12,Healthy
4999,5,1027,85,30,11,Healthy
5000,3,1132,11,25,6,Low Stock
5001,2,1019,0,25,13,Low Stock
5002,1,1083,90,30,12,Healthy
5003,3,1053,253,50,9,Overstock
5004,2,1120,115,30,10,Healthy
5005,2,1004,150,30,10,Healthy
5006,5,1021,72,30,14,Healthy
5007,3,1071,10,25,7,Low Stock
5008,4,1060,52,30,4,Healthy
5009,6,1029,426,50,3,Overstock
5010,5,1014,91,30,7,Healthy
5011,4,1148,4,25,9,Low Stock
5012,3,1115,92,30,9,Healthy
5013,4,1051,12,25,10,Low Stock
5014,5,1102,92,30,14,Healthy
5015,3,1144,2,25,8,Low Stock
5016,1,1148,77,30,13,Healthy
5017,2,1078,18,25,6,Low Stock
5018,2,1087,70,30,11,Healthy
5019,6,1067,145,30,13,Healthy
5020,5,1147,14,25,12,Low Stock
5021,6,1063,98,30,5,Healthy
5022,2,1059,437,50,10,Overstock
5023,3,1122,402,50,14,Overstock
5024,5,1127,70,30,6,Healthy
5025,4,1012,62,30,3,Healthy
5026,1,1021,113,30,6,Healthy
